Firmware request,Read time,Set timer interrupt,Misaligned operation,Ipi,Remote fence,Firmware exit,Page fault
0,1959,232,0,45,0,0,0
0,1157,163,0,4,0,0,0
0,1120,165,0,4,0,0,0
0,1308,167,0,8,0,0,0
0,1470,221,0,3,0,0,0
0,1691,215,0,39,0,0,0
0,894,124,0,3,0,0,0
0,1159,175,0,3,0,0,0
0,957,129,0,7,0,0,0
0,1352,199,0,6,0,0,0
0,1789,231,0,39,0,0,0
0,1174,158,0,5,0,0,0
0,1064,160,0,2,0,0,0
0,988,138,0,8,0,0,0
0,1371,202,0,4,0,0,0
0,1098,144,0,8,0,0,0
0,1599,204,0,36,0,0,0
0,1062,158,0,2,0,0,0
0,805,112,0,2,0,0,0
0,1456,199,0,10,0,0,0
0,1007,138,0,5,0,0,0
0,1449,187,0,20,0,0,0
0,1205,167,0,3,0,0,0
0,807,117,0,2,0,0,0
0,1443,205,0,12,0,0,0
0,1226,175,0,8,0,0,0
0,1613,201,0,38,0,0,0
0,1448,192,0,2,0,0,0
0,931,132,0,3,0,0,0
0,1258,175,0,9,0,0,0
0,1420,213,0,11,0,0,0
0,968,136,0,3,0,0,0
0,1896,260,0,38,0,0,0
0,939,142,0,0,0,0,0
0,1621,224,0,14,0,0,0
0,1292,187,0,6,0,0,0
0,965,139,0,2,0,0,0
0,1738,232,0,36,0,0,0
0,942,143,0,2,0,0,0
0,1355,183,0,10,0,0,0
0,1357,195,0,7,0,0,0
0,949,137,0,2,0,0,0
0,1850,247,0,36,0,0,0
0,1169,158,0,4,0,0,0
0,1459,208,0,10,0,0,0
0,1307,194,0,6,0,0,0
0,931,128,0,4,0,0,0
0,1094,155,0,2,0,0,0
0,1737,200,0,35,0,0,0
0,1214,169,0,7,0,0,0
0,1280,199,0,5,0,0,0
0,1102,152,0,3,0,0,0
0,1090,169,0,2,0,0,0
0,1597,206,0,38,0,0,0
0,2416,282,0,8,0,0,0
0,1310,193,0,6,0,0,0
0,986,141,0,2,0,0,0
0,1150,172,0,3,0,0,0
0,1756,213,0,37,0,0,0
0,1352,194,0,10,0,0,0
0,1270,183,0,7,0,0,0
0,963,136,0,2,0,0,0
0,1028,152,0,3,0,0,0
0,1315,189,0,28,0,0,0
0,1331,187,0,8,0,0,1
0,1269,168,0,13,0,0,0
0,1049,151,0,3,0,0,0
0,1051,149,0,3,0,0,0
0,803,113,0,3,0,0,0
0,1615,201,0,35,0,0,0
0,1302,179,0,15,0,0,0
0,1058,160,0,3,0,0,0
0,1110,151,0,2,0,0,0
0,842,126,0,2,0,0,0
0,1782,237,0,37,0,0,0
0,1312,178,0,13,0,0,0
0,1178,173,0,2,0,0,0
0,1101,156,0,2,0,0,0
0,1106,136,0,3,0,0,0
0,1715,219,0,39,0,0,0
0,1210,158,0,10,0,0,0
0,1050,147,0,0,0,0,0
0,998,142,0,0,0,0,0
0,789,114,0,0,0,0,0
0,1581,220,0,19,0,0,0
0,1650,217,0,28,0,0,0
0,1017,150,0,1,0,0,0
0,1067,150,0,0,0,0,0
0,1412,127,5,7,0,0,0
0,1126,150,0,2,0,0,0
0,1967,263,0,28,0,0,0
0,1208,155,0,3,0,0,0
0,1114,146,0,1,0,0,0
0,898,114,0,1,0,0,0
0,1245,162,0,3,0,0,0
0,2047,273,0,29,0,0,0
0,1256,170,0,6,0,0,0
0,1158,154,0,0,0,0,0
0,858,111,0,0,0,0,0
0,1068,145,0,1,0,0,0
0,1783,223,0,26,0,0,0
0,1477,195,0,7,0,0,0
0,1108,154,0,2,0,0,0
0,956,128,0,3,0,0,0
0,1404,193,0,4,0,0,0
0,1318,180,0,11,0,0,0
0,1535,194,0,19,0,0,0
0,1345,197,0,5,0,0,0
0,928,126,0,2,0,0,0
0,1414,189,0,5,0,0,1
0,1332,177,0,10,11,0,2
0,1944,252,0,45,11,0,0
0,1238,180,0,2,0,0,0
0,909,124,0,2,0,0,0
0,1169,168,0,2,0,0,0
0,1129,156,0,6,0,0,0
0,1790,223,0,45,0,0,0
0,1292,195,0,3,0,0,0
0,1016,125,0,1,0,0,0
0,1085,159,0,1,0,0,0
0,1041,146,0,6,0,0,0
0,1844,229,0,44,0,0,0
0,1263,185,0,3,0,0,0
0,1018,128,0,2,0,0,0
0,1207,174,0,3,0,0,0
0,1209,172,0,6,0,0,0
0,1401,163,0,10,0,0,0
0,2020,269,0,34,0,0,0
0,956,130,0,3,0,0,0
0,1249,176,0,3,0,0,0
0,1091,162,0,6,0,0,0
0,1269,158,0,11,0,0,0
0,1960,262,0,37,0,0,0
0,1029,130,0,2,0,0,0
0,1326,190,0,5,0,0,0
0,1238,171,0,6,0,0,0
0,1306,170,0,9,0,0,0
0,2368,318,0,50,0,0,3
0,930,125,0,3,0,0,0
0,1125,178,0,5,0,0,0
0,1387,183,0,14,0,0,0
0,2513,362,0,24,0,0,0
0,2178,281,0,37,0,0,1
0,1021,147,0,4,0,0,0
0,2637,306,0,65,0,0,0
0,1146,175,0,3,0,0,0
0,1524,199,0,16,0,0,0
0,1718,250,0,13,0,0,0
0,1827,224,0,40,0,0,0
0,1505,193,0,10,0,0,0
0,1109,162,0,3,0,0,0
0,1126,154,0,4,0,0,0
0,1500,208,0,13,0,0,0
0,2221,245,0,39,0,0,0
0,2253,222,0,6,0,0,11
0,1248,155,0,4,0,0,2
0,1190,156,0,4,0,0,0
0,2090,237,0,10,0,0,0
0,1644,210,0,38,0,0,0
0,1297,185,0,6,0,0,0
0,1081,138,0,3,0,0,0
0,956,141,0,4,0,0,0
0,1366,188,0,7,0,0,0
0,1015,157,0,2,0,0,0
0,1862,246,0,39,0,0,0
0,1278,174,0,8,0,0,0
0,1002,152,0,3,0,0,0
0,1411,206,0,10,0,0,0
0,1069,164,0,2,0,0,0
0,1815,227,0,25,0,0,0
0,1035,131,0,5,0,0,0
0,989,150,0,2,0,0,0
0,1361,172,0,7,0,0,0
0,1041,162,0,2,0,0,0
0,2218,275,0,33,0,0,0
0,1088,150,0,3,0,0,0
0,1109,158,0,2,0,0,0
0,1580,219,0,20,0,0,0
0,1419,204,0,5,0,0,0
0,1323,178,0,7,0,0,0
0,1650,202,0,21,0,0,0
0,1188,170,0,3,0,0,0
0,1308,178,0,9,0,0,0
0,1538,201,0,6,0,0,0
